time_period,measure,sex,obs_value,ingested_on,last_obs_value,change_obs_value
2019-02-01,part-time,female,2748.30753889,2023-10-01,2736.88048502,11.427053870000236
2019-02-01,part-time,all,4011.51681434,2023-10-01,3992.05979386,19.45702048000021
2019-02-01,full-time,female,3234.18846275,2023-10-01,3253.2699452,-19.081482450000294
2019-02-01,full-time,male,5490.15871213,2023-10-01,5522.73595739,-32.57724526000038
2019-02-01,full-time,all,8724.34717488,2023-10-01,8776.0059026,-51.65872771999966
2019-02-01,part-time,male,1263.20927545,2023-10-01,1255.17930883,8.029966619999868
2019-01-01,part-time,female,2752.48410659,2023-10-01,2748.30753889,4.1765676999998504
2019-01-01,part-time,all,4003.23211369,2023-10-01,4011.51681434,-8.284700650000104
2019-01-01,full-time,female,3223.23006815,2023-10-01,3234.18846275,-10.958394599999792
2019-01-01,full-time,male,5524.6282489,2023-10-01,5490.15871213,34.46953676999965
2019-01-01,full-time,all,8747.85831705,2023-10-01,8724.34717488,23.511142170000312
2019-01-01,part-time,male,1250.7480071,2023-10-01,1263.20927545,-12.461268349999955
