TIME_PERIOD,MEASURE,SEX,obsValue,INGESTED_ON
2022-07,M1,1,5819.87926615,2023-09-01
2022-08,M1,1,5844.06057529,2023-09-01
2022-09,M1,1,5854.49380646,2023-09-01
2022-10,M1,1,5877.57830357,2023-09-01
2022-11,M1,1,5892.08508577,2023-09-01
2022-12,M1,1,5907.43295022,2023-09-01
2023-01,M1,1,5880.67745509,2023-09-01
2023-02,M1,1,5927.60826636,2023-09-01
2023-03,M1,1,5971.15647059,2023-09-01
2023-04,M1,1,5919.91365617,2023-09-01
2023-05,M1,1,5963.5847393,2023-09-01
2023-06,M1,1,5995.03391098,2023-09-01
2023-07,M1,1,5997.47670099,2023-09-01
2019-01,M1,3,8747.80692404,2023-09-01
2019-02,M1,3,8724.48324286,2023-09-01
2019-03,M1,3,8776.64945866,2023-09-01
2019-04,M1,3,8774.18543155,2023-09-01
2019-05,M1,3,8768.30690729,2023-09-01
2019-06,M1,3,8787.76391032,2023-09-01
2019-07,M1,3,8838.7708001,2023-09-01
2019-08,M1,3,8827.47440706,2023-09-01
2019-09,M1,3,8864.47069752,2023-09-01
2019-10,M1,3,8845.37155054,2023-09-01
2019-11,M1,3,8843.21073142,2023-09-01
2019-12,M1,3,8838.04210956,2023-09-01
2020-01,M1,3,8891.48398257,2023-09-01
2020-02,M1,3,8868.66869051,2023-09-01
2020-03,M1,3,8862.22347506,2023-09-01
2020-04,M1,3,8632.15365689,2023-09-01
2020-05,M1,3,8518.613292,2023-09-01
2020-06,M1,3,8494.32040137,2023-09-01
2020-07,M1,3,8547.01028935,2023-09-01
2020-08,M1,3,8579.22002618,2023-09-01
2020-09,M1,3,8543.80515789,2023-09-01
2020-10,M1,3,8629.80711504,2023-09-01
2020-11,M1,3,8702.75820001,2023-09-01
2020-12,M1,3,8730.02266934,2023-09-01
2021-01,M1,3,8796.2620248,2023-09-01
2021-02,M1,3,8857.5673415,2023-09-01
2021-03,M1,3,8833.69211217,2023-09-01
2021-04,M1,3,8860.6806933,2023-09-01
2021-05,M1,3,8937.9311428,2023-09-01
2021-06,M1,3,8980.08071763,2023-09-01
2021-07,M1,3,9002.00304949,2023-09-01
2021-08,M1,3,8942.63284079,2023-09-01
2021-09,M1,3,8977.65506386,2023-09-01
2021-10,M1,3,8933.77824271,2023-09-01
2021-11,M1,3,9067.82829363,2023-09-01
2021-12,M1,3,9122.66806086,2023-09-01
2022-01,M1,3,9151.82102174,2023-09-01
2022-02,M1,3,9259.20904558,2023-09-01
2022-03,M1,3,9286.83276769,2023-09-01
2022-04,M1,3,9377.59383328,2023-09-01
2022-05,M1,3,9440.96148021,2023-09-01
2022-06,M1,3,9485.08586594,2023-09-01
2022-07,M1,3,9453.66999026,2023-09-01
2022-08,M1,3,9523.6885719,2023-09-01
2022-09,M1,3,9552.49897726,2023-09-01
2022-10,M1,3,9595.66135505,2023-09-01
2022-11,M1,3,9621.56936915,2023-09-01
2022-12,M1,3,9650.71076996,2023-09-01
2023-01,M1,3,9629.58899155,2023-09-01
2023-02,M1,3,9703.60122668,2023-09-01
2023-03,M1,3,9792.70802846,2023-09-01
2023-04,M1,3,9763.54909286,2023-09-01
2023-05,M1,3,9826.02913831,2023-09-01
2023-06,M1,3,9864.02529656,2023-09-01
2023-07,M1,3,9839.78659902,2023-09-01
2019-01,M2,1,1250.89111107,2023-09-01
2019-02,M2,1,1263.26842756,2023-09-01
2019-03,M2,1,1255.07013727,2023-09-01
2019-04,M2,1,1274.18832221,2023-09-01
2019-05,M2,1,1291.10074429,2023-09-01
2019-06,M2,1,1284.23745335,2023-09-01
2019-07,M2,1,1290.89592336,2023-09-01
2019-08,M2,1,1300.01048047,2023-09-01
2019-09,M2,1,1283.37360529,2023-09-01
2019-10,M2,1,1274.43139184,2023-09-01
2019-11,M2,1,1295.07403209,2023-09-01
2019-12,M2,1,1334.50266639,2023-09-01
2020-01,M2,1,1288.66840966,2023-09-01
2020-02,M2,1,1302.44158152,2023-09-01
2020-03,M2,1,1307.75276646,2023-09-01
2020-04,M2,1,1164.66184358,2023-09-01
2020-05,M2,1,1106.41548909,2023-09-01
2020-06,M2,1,1217.25210257,2023-09-01
2020-07,M2,1,1253.73128353,2023-09-01
2020-08,M2,1,1288.29636026,2023-09-01
2020-09,M2,1,1301.5113042,2023-09-01
2020-10,M2,1,1318.53847495,2023-09-01
2020-11,M2,1,1328.37763591,2023-09-01
2020-12,M2,1,1331.72640028,2023-09-01
2021-01,M2,1,1339.48918742,2023-09-01
2021-02,M2,1,1336.28525639,2023-09-01
2021-03,M2,1,1352.00324066,2023-09-01
2021-04,M2,1,1340.50882514,2023-09-01
2021-05,M2,1,1349.20242883,2023-09-01
2021-06,M2,1,1333.62923112,2023-09-01
2021-07,M2,1,1336.39228316,2023-09-01
2021-08,M2,1,1309.03386616,2023-09-01
2021-10,M2,1,1267.15541298,2023-09-01
2021-11,M2,1,1333.69152308,2023-09-01
2021-12,M2,1,1346.33058143,2023-09-01
2022-01,M2,1,1325.64996734,2023-09-01
2022-02,M2,1,1312.72565413,2023-09-01
2022-03,M2,1,1322.24147242,2023-09-01
2022-04,M2,1,1288.58950271,2023-09-01
2022-05,M2,1,1307.38086302,2023-09-01
2022-06,M2,1,1310.7740269,2023-09-01
2022-07,M2,1,1331.68991975,2023-09-01
2022-08,M2,1,1335.06527551,2023-09-01
2022-09,M2,1,1347.889267,2023-09-01
2022-10,M2,1,1341.52202536,2023-09-01
2022-11,M2,1,1345.01776219,2023-09-01
2022-12,M2,1,1323.86652306,2023-09-01
2023-01,M2,1,1365.03627479,2023-09-01
2023-02,M2,1,1351.13402127,2023-09-01
2023-03,M2,1,1317.01964415,2023-09-01
2023-04,M2,1,1359.63282973,2023-09-01
2023-05,M2,1,1367.31271527,2023-09-01
2023-06,M2,1,1365.34262086,2023-09-01
2023-07,M2,1,1373.43577663,2023-09-01
2019-01,M2,2,2752.74534507,2023-08-01
2019-02,M2,2,2748.58612587,2023-08-01
2019-03,M2,2,2738.02034783,2023-08-01
2019-04,M2,2,2761.89596711,2023-08-01
2019-05,M2,2,2774.52108699,2023-08-01
2019-06,M2,2,2773.84624974,2023-08-01
2019-07,M2,2,2745.41312414,2023-08-01
2019-08,M2,2,2797.00829825,2023-08-01
2019-09,M2,2,2803.99230075,2023-08-01
2019-10,M2,2,2790.21864065,2023-08-01
2019-11,M2,2,2796.2843602,2023-08-01
2019-12,M2,2,2790.68353491,2023-08-01
2020-01,M2,2,2812.6248245,2023-08-01
2020-02,M2,2,2817.13229842,2023-08-01
2020-03,M2,2,2813.29647331,2023-08-01
2020-04,M2,2,2602.05900156,2023-08-01
2020-05,M2,2,2483.87916043,2023-08-01
2020-06,M2,2,2631.21984798,2023-08-01
2020-07,M2,2,2656.62064273,2023-08-01
2020-08,M2,2,2747.60889459,2023-08-01
2020-09,M2,2,2740.1163925,2023-08-01
2020-10,M2,2,2788.90430281,2023-08-01
2020-11,M2,2,2777.27429619,2023-08-01
2020-12,M2,2,2794.24360966,2023-08-01
2021-01,M2,2,2764.52487502,2023-08-01
2021-02,M2,2,2767.55056831,2023-08-01
2021-03,M2,2,2841.68170044,2023-08-01
2021-04,M2,2,2811.40165184,2023-08-01
2021-05,M2,2,2809.32833613,2023-08-01
2021-06,M2,2,2808.28909463,2023-08-01
2021-07,M2,2,2797.10362033,2023-08-01
2021-08,M2,2,2756.51570783,2023-08-01
2021-09,M2,2,2651.80481501,2023-08-01
2021-10,M2,2,2635.2995169,2023-08-01
2021-11,M2,2,2798.69674131,2023-08-01
2021-12,M2,2,2822.77776358,2023-08-01
2022-01,M2,2,2871.63281262,2023-08-01
2022-02,M2,2,2857.6064308,2023-08-01
2022-03,M2,2,2843.86677932,2023-08-01
2022-04,M2,2,2828.89612537,2023-08-01
2022-05,M2,2,2796.98058244,2023-08-01
2022-06,M2,2,2836.79957023,2023-08-01
2022-07,M2,2,2851.38816458,2023-08-01
2022-08,M2,2,2835.34502425,2023-08-01
2022-09,M2,2,2814.35768483,2023-08-01
2022-10,M2,2,2809.00046445,2023-08-01
2022-11,M2,2,2829.81966411,2023-08-01
2022-12,M2,2,2816.91687759,2023-08-01
2023-01,M2,2,2813.72697734,2023-08-01
2023-02,M2,2,2814.08949472,2023-08-01
2023-03,M2,2,2829.15442784,2023-08-01
2023-04,M2,2,2811.04526047,2023-08-01
2023-05,M2,2,2817.16578968,2023-08-01
2023-06,M2,2,2812.58921888,2023-08-01
2019-01,M2,3,4003.64158547,2023-08-01
2019-02,M2,3,4011.77671438,2023-08-01
2019-03,M2,3,3992.90692791,2023-08-01
2019-04,M2,3,4035.8343818500002,2023-08-01
2019-05,M2,3,4065.32545973,2023-08-01
2019-06,M2,3,4057.75029452,2023-08-01
2019-07,M2,3,4036.89664459,2023-08-01
2019-08,M2,3,4097.1520393,2023-08-01
2019-09,M2,3,4087.49512016,2023-08-01
2019-10,M2,3,4064.6962861,2023-08-01
2019-11,M2,3,4091.46365424,2023-08-01
2019-12,M2,3,4125.50574375,2023-08-01
2020-01,M2,3,4101.31218318,2023-08-01
2020-02,M2,3,4119.48514472,2023-08-01
2020-03,M2,3,4120.815037,2023-08-01
2020-04,M2,3,3766.43737501,2023-08-01
2020-05,M2,3,3589.94881854,2023-08-01
2020-06,M2,3,3847.99406842,2023-08-01
2020-07,M2,3,3911.20098641,2023-08-01
2020-08,M2,3,4036.06559723,2023-08-01
2020-09,M2,3,4041.75347508,2023-08-01
2020-10,M2,3,4107.48560054,2023-08-01
2020-11,M2,3,4105.77226913,2023-08-01
2020-12,M2,3,4126.33148285,2023-08-01
2021-01,M2,3,4104.04080218,2023-08-01
2021-02,M2,3,4103.73379834,2023-08-01
2021-03,M2,3,4193.40489844,2023-08-01
2021-04,M2,3,4151.55625401,2023-08-01
2021-05,M2,3,4158.07378794,2023-08-01
2021-06,M2,3,4141.35539555,2023-08-01
2021-07,M2,3,4134.39700673,2023-08-01
2021-08,M2,3,4065.74535974,2023-08-01
2021-09,M2,3,3909.24859679,2023-08-01
2021-10,M2,3,3902.507671,2023-08-01
2021-11,M2,3,4132.53338641,2023-08-01
2021-12,M2,3,4169.54642666,2023-08-01
2022-01,M2,3,4197.32152385,2023-08-01
2022-02,M2,3,4170.21829647,2023-08-01
2022-03,M2,3,4165.79304265,2023-08-01
2022-04,M2,3,4117.10742315,2023-08-01
2022-05,M2,3,4103.84462592,2023-08-01
2022-06,M2,3,4146.92266863,2023-08-01
2022-07,M2,3,4184.12683382,2023-08-01
2022-08,M2,3,4170.63691555,2023-08-01
2022-09,M2,3,4162.39774841,2023-08-01
2022-10,M2,3,4150.58050724,2023-08-01
2022-11,M2,3,4174.9982425,2023-08-01
2022-12,M2,3,4141.27396096,2023-08-01
2023-01,M2,3,4178.8113382,2023-08-01
2023-02,M2,3,4165.09806767,2023-08-01
2023-03,M2,3,4145.82663258,2023-08-01
2023-04,M2,3,4170.23748922,2023-08-01
2023-05,M2,3,4183.86231389,2023-08-01
2023-06,M2,3,4177.14194843,2023-08-01
2019-01,M1,2,3222.72145483,2023-08-01
2019-02,M1,2,3234.47192907,2023-08-01
2019-03,M1,2,3254.30372127,2023-08-01
2019-04,M1,2,3271.42267846,2023-08-01
2019-05,M1,2,3228.62450459,2023-08-01
2019-06,M1,2,3245.25903679,2023-08-01
2019-07,M1,2,3288.16560473,2023-08-01
2019-08,M1,2,3280.27215002,2023-08-01
2019-09,M1,2,3306.51613079,2023-08-01
2019-10,M1,2,3308.78884689,2023-08-01
2019-11,M1,2,3310.11156261,2023-08-01
2019-12,M1,2,3338.27455514,2023-08-01
2020-01,M1,2,3345.9440894,2023-08-01
2020-02,M1,2,3327.57412929,2023-08-01
2020-03,M1,2,3325.28136464,2023-08-01
2020-04,M1,2,3221.94015508,2023-08-01
2020-05,M1,2,3169.89616231,2023-08-01
2020-06,M1,2,3164.68611279,2023-08-01
2020-07,M1,2,3194.10212642,2023-08-01
2020-08,M1,2,3206.34846537,2023-08-01
2020-09,M1,2,3209.0952909,2023-08-01
2020-10,M1,2,3208.5177838,2023-08-01
2020-11,M1,2,3251.75883958,2023-08-01
2020-12,M1,2,3286.12615102,2023-08-01
2021-01,M1,2,3314.38218812,2023-08-01
2021-02,M1,2,3371.64748841,2023-08-01
2021-03,M1,2,3350.80269497,2023-08-01
2021-04,M1,2,3353.55682328,2023-08-01
2021-05,M1,2,3411.03397651,2023-08-01
2021-06,M1,2,3405.40602136,2023-08-01
2021-07,M1,2,3400.93861106,2023-08-01
2021-08,M1,2,3386.57705903,2023-08-01
2021-09,M1,2,3422.16836857,2023-08-01
2021-10,M1,2,3403.50548405,2023-08-01
2021-11,M1,2,3459.89948491,2023-08-01
2021-12,M1,2,3475.15963041,2023-08-01
2022-01,M1,2,3500.61902637,2023-08-01
2022-02,M1,2,3556.66480074,2023-08-01
2022-03,M1,2,3572.95045966,2023-08-01
2022-04,M1,2,3606.41776237,2023-08-01
2022-05,M1,2,3636.92048355,2023-08-01
2022-06,M1,2,3654.73096307,2023-08-01
2022-07,M1,2,3629.56959587,2023-08-01
2022-08,M1,2,3675.88851679,2023-08-01
2022-09,M1,2,3696.63584285,2023-08-01
2022-10,M1,2,3717.07231946,2023-08-01
2022-11,M1,2,3728.94794835,2023-08-01
2022-12,M1,2,3743.13743464,2023-08-01
2023-01,M1,2,3748.3516813,2023-08-01
2023-02,M1,2,3776.85871546,2023-08-01
2023-03,M1,2,3823.04969593,2023-08-01
2023-04,M1,2,3846.28977172,2023-08-01
2023-05,M1,2,3865.35782735,2023-08-01
2023-06,M1,2,3874.25866999,2023-08-01
2019-01,M1,1,5524.82301019,2023-08-01
2019-02,M1,1,5490.40171901,2023-08-01
2019-03,M1,1,5523.31239131,2023-08-01
2019-04,M1,1,5504.1623295,2023-08-01
2019-05,M1,1,5540.97696574,2023-08-01
2019-06,M1,1,5544.9084586,2023-08-01
2019-07,M1,1,5548.69321808,2023-08-01
2019-08,M1,1,5545.02239274,2023-08-01
2019-09,M1,1,5556.76815101,2023-08-01
2019-10,M1,1,5535.74192849,2023-08-01
2019-11,M1,1,5532.66669277,2023-08-01
2019-12,M1,1,5499.43486558,2023-08-01
2020-01,M1,1,5545.15460605,2023-08-01
2020-02,M1,1,5541.61952958,2023-08-01
2020-03,M1,1,5538.19709546,2023-08-01
2020-04,M1,1,5411.90326954,2023-08-01
2020-05,M1,1,5350.44611834,2023-08-01
2020-06,M1,1,5332.54196095,2023-08-01
2020-07,M1,1,5350.41843328,2023-08-01
2020-08,M1,1,5370.09992087,2023-08-01
2020-09,M1,1,5333.29081317,2023-08-01
2020-10,M1,1,5420.34658413,2023-08-01
2020-12,M1,1,5443.62691191,2023-08-01
2021-01,M1,1,5481.55878509,2023-08-01
2021-02,M1,1,5486.67074214,2023-08-01
2021-03,M1,1,5484.40861004,2023-08-01
2021-04,M1,1,5509.27218873,2023-08-01
2021-05,M1,1,5529.13282353,2023-08-01
2021-06,M1,1,5578.11406077,2023-08-01
2021-07,M1,1,5597.85231572,2023-08-01
2021-08,M1,1,5552.52202558,2023-08-01
2021-09,M1,1,5553.78493028,2023-08-01
2021-10,M1,1,5529.11057431,2023-08-01
2021-11,M1,1,5607.57909505,2023-08-01
2021-12,M1,1,5647.26609609,2023-08-01
2022-01,M1,1,5650.86674929,2023-08-01
2022-02,M1,1,5703.55213077,2023-08-01
2022-03,M1,1,5715.77614067,2023-08-01
2022-04,M1,1,5773.90317308,2023-08-01
2022-05,M1,1,5806.9663931,2023-08-01
2022-06,M1,1,5834.53523723,2023-08-01
2022-07,M1,1,5819.34812259,2023-08-01
2022-08,M1,1,5843.35454951,2023-08-01
2022-09,M1,1,5853.89127564,2023-08-01
2022-10,M1,1,5877.21602537,2023-08-01
2022-11,M1,1,5892.34605945,2023-08-01
2022-12,M1,1,5907.37832637,2023-08-01
2023-01,M1,1,5880.91506844,2023-08-01
2023-02,M1,1,5927.96191614,2023-08-01
2023-03,M1,1,5971.89789106,2023-08-01
2023-04,M1,1,5920.41693914,2023-08-01
2023-05,M1,1,5964.23716738,2023-08-01
2023-06,M1,1,5994.67817603,2023-08-01
2019-01,M1,3,8747.54446502,2023-08-01
2019-02,M1,3,8724.87364808,2023-08-01
2019-03,M1,3,8777.61611259,2023-08-01
2019-04,M1,3,8775.58500795,2023-08-01
2019-05,M1,3,8769.60147033,2023-08-01
2019-06,M1,3,8790.16749539,2023-08-01
2019-07,M1,3,8836.85882281,2023-08-01
2019-08,M1,3,8825.29454276,2023-08-01
2019-09,M1,3,8863.2842818,2023-08-01
2019-10,M1,3,8844.53077538,2023-08-01
2019-11,M1,3,8842.77825538,2023-08-01
2019-12,M1,3,8837.70942072,2023-08-01
2020-01,M1,3,8891.09869545,2023-08-01
2020-02,M1,3,8869.19365887,2023-08-01
2020-03,M1,3,8863.4784601,2023-08-01
2020-04,M1,3,8633.84342462,2023-08-01
2020-05,M1,3,8520.34228065,2023-08-01
2020-06,M1,3,8497.22807373,2023-08-01
2020-07,M1,3,8544.52055969,2023-08-01
2020-08,M1,3,8576.44838624,2023-08-01
2020-09,M1,3,8542.38610407,2023-08-01
2020-10,M1,3,8628.86436793,2023-08-01
2020-11,M1,3,8702.37731068,2023-08-01
2020-12,M1,3,8729.75306293,2023-08-01
2021-01,M1,3,8795.94097321,2023-08-01
2021-02,M1,3,8858.31823055,2023-08-01
2021-03,M1,3,8835.21130501,2023-08-01
2021-04,M1,3,8862.82901201,2023-08-01
2021-05,M1,3,8940.16680005,2023-08-01
2021-06,M1,3,8983.52008213,2023-08-01
2021-07,M1,3,8998.79092678,2023-08-01
2021-08,M1,3,8939.09908461,2023-08-01
2021-09,M1,3,8975.95329885,2023-08-01
2021-10,M1,3,8932.61605835,2023-08-01
2021-11,M1,3,9067.47857996,2023-08-01
2021-12,M1,3,9122.42572649,2023-08-01
2022-01,M1,3,9151.48577566,2023-08-01
2022-02,M1,3,9260.21693151,2023-08-01
2022-03,M1,3,9288.72660033,2023-08-01
2022-04,M1,3,9380.32093545,2023-08-01
2022-05,M1,3,9443.88687665,2023-08-01
2022-06,M1,3,9489.2662003,2023-08-01
2022-07,M1,3,9448.91771847,2023-08-01
2022-08,M1,3,9519.24306629,2023-08-01
2022-09,M1,3,9550.52711849,2023-08-01
2022-10,M1,3,9594.28834484,2023-08-01
2022-11,M1,3,9621.2940078,2023-08-01
2022-12,M1,3,9650.51576101,2023-08-01
2023-01,M1,3,9629.26674975,2023-08-01
2023-02,M1,3,9704.8206316,2023-08-01
2023-03,M1,3,9794.94758699,2023-08-01
2023-04,M1,3,9766.70671086,2023-08-01
2023-05,M1,3,9829.59499473,2023-08-01
2023-06,M1,3,9868.93684602,2023-08-01
2019-01,M2,1,1250.8962404,2023-08-01
2019-02,M2,1,1263.19058851,2023-08-01
2019-03,M2,1,1254.88658008,2023-08-01
2019-04,M2,1,1273.93841474,2023-08-01
2019-05,M2,1,1290.80437274,2023-08-01
2019-06,M2,1,1283.90404478,2023-08-01
2019-07,M2,1,1291.48352045,2023-08-01
2019-08,M2,1,1300.14374105,2023-08-01
2019-09,M2,1,1283.50281941,2023-08-01
2019-10,M2,1,1274.47764545,2023-08-01
2019-11,M2,1,1295.17929404,2023-08-01
2019-12,M2,1,1334.82220883,2023-08-01
2020-01,M2,1,1288.68735868,2023-08-01
2020-02,M2,1,1302.35284629,2023-08-01
2020-03,M2,1,1307.51856369,2023-08-01
2020-04,M2,1,1164.37837345,2023-08-01
2020-05,M2,1,1106.06965811,2023-08-01
2020-06,M2,1,1216.77422043,2023-08-01
2020-07,M2,1,1254.58034368,2023-08-01
2020-08,M2,1,1288.45670264,2023-08-01
2020-09,M2,1,1301.63708257,2023-08-01
2020-10,M2,1,1318.58129774,2023-08-01
2020-11,M2,1,1328.49797293,2023-08-01
2020-12,M2,1,1332.08787319,2023-08-01
2021-01,M2,1,1339.51592716,2023-08-01
2021-02,M2,1,1336.18323003,2023-08-01
2021-03,M2,1,1351.723198,2023-08-01
2021-04,M2,1,1340.15460218,2023-08-01
2021-05,M2,1,1348.74545181,2023-08-01
2021-06,M2,1,1333.06630092,2023-08-01
2021-07,M2,1,1337.2933864,2023-08-01
2021-08,M2,1,1309.22965191,2023-08-01
2021-09,M2,1,1257.44378178,2023-08-01
2021-10,M2,1,1267.2081541,2023-08-01
2021-11,M2,1,1333.83664511,2023-08-01
2021-12,M2,1,1346.76866308,2023-08-01
2022-01,M2,1,1325.68871123,2023-08-01
2022-02,M2,1,1312.61186567,2023-08-01
2022-03,M2,1,1321.92626333,2023-08-01
2022-04,M2,1,1288.21129778,2023-08-01
2022-05,M2,1,1306.86404349,2023-08-01
2022-06,M2,1,1310.1230984,2023-08-01
2022-07,M2,1,1332.73866924,2023-08-01
2022-08,M2,1,1335.29189129,2023-08-01
2022-09,M2,1,1348.04006358,2023-08-01
2022-10,M2,1,1341.58004279,2023-08-01
2022-11,M2,1,1345.1785784,2023-08-01
2022-12,M2,1,1324.35708338,2023-08-01
2023-01,M2,1,1365.08436086,2023-08-01
2023-02,M2,1,1351.00857295,2023-08-01
2023-03,M2,1,1316.67220473,2023-08-01
2023-04,M2,1,1359.19222875,2023-08-01
2023-05,M2,1,1366.69652421,2023-08-01
2023-06,M2,1,1364.55272955,2023-08-01
2019-01,M2,2,2752.76706164,2023-07-01
2019-02,M2,2,2748.80445353,2023-07-01
2019-03,M2,2,2738.20798861,2023-07-01
2019-04,M2,2,2761.94918915,2023-07-01
2019-05,M2,2,2774.63071748,2023-07-01
2019-06,M2,2,2773.70980014,2023-07-01
2019-07,M2,2,2745.0707197,2023-07-01
2019-08,M2,2,2796.77169313,2023-07-01
2019-09,M2,2,2804.2418572,2023-07-01
2019-10,M2,2,2790.05334276,2023-07-01
2019-11,M2,2,2796.14262025,2023-07-01
2019-12,M2,2,2790.67452107,2023-07-01
2020-01,M2,2,2812.65207114,2023-07-01
2020-02,M2,2,2817.47676169,2023-07-01
2020-03,M2,2,2813.6452873,2023-07-01
2020-04,M2,2,2602.35839763,2023-07-01
2020-05,M2,2,2484.42976304,2023-07-01
2020-06,M2,2,2630.38485111,2023-07-01
2020-07,M2,2,2656.06453043,2023-07-01
2020-08,M2,2,2747.30364271,2023-07-01
2020-09,M2,2,2740.33077198,2023-07-01
2020-10,M2,2,2788.72757978,2023-07-01
2020-11,M2,2,2777.1359585,2023-07-01
2020-12,M2,2,2794.28274173,2023-07-01
2021-01,M2,2,2764.54429782,2023-07-01
2021-02,M2,2,2767.92946584,2023-07-01
2021-03,M2,2,2842.22303654,2023-07-01
2021-04,M2,2,2812.02944323,2023-07-01
2021-05,M2,2,2810.4877069999998,2023-07-01
2021-06,M2,2,2806.75269703,2023-07-01
2021-07,M2,2,2796.23739266,2023-07-01
2021-08,M2,2,2756.11855141,2023-07-01
2021-09,M2,2,2652.00563113,2023-07-01
2021-10,M2,2,2635.09624305,2023-07-01
2021-11,M2,2,2798.52565622,2023-07-01
2021-12,M2,2,2822.80584959,2023-07-01
2022-01,M2,2,2871.65890476,2023-07-01
2022-02,M2,2,2858.07580384,2023-07-01
2022-03,M2,2,2844.56658573,2023-07-01
2022-04,M2,2,2829.86868701,2023-07-01
2022-05,M2,2,2798.6649267,2023-07-01
2022-06,M2,2,2834.51623386,2023-07-01
2022-07,M2,2,2850.31953992,2023-07-01
2022-08,M2,2,2834.88924728,2023-07-01
2022-09,M2,2,2814.4858453,2023-07-01
2022-10,M2,2,2808.79047856,2023-07-01
2022-11,M2,2,2829.66678034,2023-07-01
2022-12,M2,2,2816.97856502,2023-07-01
2023-01,M2,2,2813.72525157,2023-07-01
2023-02,M2,2,2814.51540339,2023-07-01
2023-03,M2,2,2829.96076082,2023-07-01
2023-04,M2,2,2812.17679077,2023-07-01
2023-05,M2,2,2819.1403587,2023-07-01
2019-01,M2,3,4003.80177003,2023-07-01
2019-02,M2,3,4012.0985704,2023-07-01
2019-03,M2,3,3993.141919,2023-07-01
2019-04,M2,3,4035.91610758,2023-07-01
2019-05,M2,3,4065.41605058,2023-07-01
2019-06,M2,3,4057.43120145,2023-07-01
2019-07,M2,3,4036.38786214,2023-07-01
2019-08,M2,3,4096.79222137,2023-07-01
2019-09,M2,3,4087.64735439,2023-07-01
2019-10,M2,3,4064.50041809,2023-07-01
2019-11,M2,3,4091.37061734,2023-07-01
2019-12,M2,3,4125.81370801,2023-07-01
2020-01,M2,3,4101.54106595,2023-07-01
2020-02,M2,3,4119.97445421,2023-07-01
2020-03,M2,3,4121.21813545,2023-07-01
2020-04,M2,3,3766.7608263,2023-07-01
2020-05,M2,3,3590.45392942,2023-07-01
2020-06,M2,3,3846.84797675,2023-07-01
2020-07,M2,3,3910.45552616,2023-07-01
2020-08,M2,3,4035.62813212,2023-07-01
2020-09,M2,3,4041.87297529,2023-07-01
2020-10,M2,3,4107.29425015,2023-07-01
2020-11,M2,3,4105.72038935,2023-07-01
2020-12,M2,3,4126.75826331,2023-07-01
2021-01,M2,3,4104.32020995,2023-07-01
2021-02,M2,3,4104.29475623,2023-07-01
2021-03,M2,3,4193.99487059,2023-07-01
2021-04,M2,3,4152.15474375,2023-07-01
2021-05,M2,3,4159.05297842,2023-07-01
2021-06,M2,3,4139.59478973,2023-07-01
2021-07,M2,3,4133.28961839,2023-07-01
2021-08,M2,3,4065.19064163,2023-07-01
2021-09,M2,3,3909.34572346,2023-07-01
2021-10,M2,3,3902.28653557,2023-07-01
2021-11,M2,3,4132.45425427,2023-07-01
2021-12,M2,3,4170.02313513,2023-07-01
2022-01,M2,3,4197.63835118,2023-07-01
2022-02,M2,3,4170.88861307,2023-07-01
2022-03,M2,3,4166.53659844,2023-07-01
2022-04,M2,3,4118.03203508,2023-07-01
2022-05,M2,3,4105.3063171,2023-07-01
2022-06,M2,3,4144.46139925,2023-07-01
2022-07,M2,3,4182.77636137,2023-07-01
2022-08,M2,3,4169.99432288,2023-07-01
2022-09,M2,3,4162.39892095,2023-07-01
2022-10,M2,3,4150.34668877,2023-07-01
2022-11,M2,3,4174.94683011,2023-07-01
2022-12,M2,3,4141.84321523,2023-07-01
2023-01,M2,3,4179.15692382,2023-07-01
2023-02,M2,3,4165.76637883,2023-07-01
2023-03,M2,3,4146.6837432,2023-07-01
2023-04,M2,3,4171.31134859,2023-07-01
2023-05,M2,3,4185.56750768,2023-07-01
2019-01,M1,2,3222.57271207,2023-07-01
2019-02,M1,2,3234.34473286,2023-07-01
2019-03,M1,2,3254.12586941,2023-07-01
2019-04,M1,2,3271.21502722,2023-07-01
2019-05,M1,2,3228.40032432,2023-07-01
2019-06,M1,2,3246.24177114,2023-07-01
2019-07,M1,2,3288.29472284,2023-07-01
2019-08,M1,2,3280.29234557,2023-07-01
2019-09,M1,2,3306.52268645,2023-07-01
2019-10,M1,2,3308.70666029,2023-07-01
2019-11,M1,2,3310.04466336,2023-07-01
2019-12,M1,2,3338.16023661,2023-07-01
2020-01,M1,2,3345.72918155,2023-07-01
2020-02,M1,2,3327.42850074,2023-07-01
2020-03,M1,2,3325.08939296,2023-07-01
2020-04,M1,2,3221.65512002,2023-07-01
2020-05,M1,2,3169.57747535,2023-07-01
2020-06,M1,2,3165.92425689,2023-07-01
2020-07,M1,2,3194.26388749,2023-07-01
2020-08,M1,2,3206.38115548,2023-07-01
2020-09,M1,2,3209.1079788,2023-07-01
2020-10,M1,2,3208.424377,2023-07-01
2020-11,M1,2,3251.65468765,2023-07-01
2020-12,M1,2,3285.97831781,2023-07-01
2021-01,M1,2,3314.1245234,2023-07-01
2021-02,M1,2,3371.49949075,2023-07-01
2021-03,M1,2,3350.63612926,2023-07-01
2021-04,M1,2,3353.26172237,2023-07-01
2021-05,M1,2,3410.75563135,2023-07-01
2021-06,M1,2,3406.87085202,2023-07-01
2021-07,M1,2,3401.10965379,2023-07-01
