TIME_PERIOD,MEASURE,SEX,obsValue,INGESTED_ON
2019-01,M2,2,2743.97319374,2024-05-01
2019-02,M2,2,2739.048481,2024-05-01
2019-03,M2,2,2733.2183471500002,2024-05-01
2019-04,M2,2,2756.48071018,2024-05-01
2019-05,M2,2,2768.10687409,2024-05-01
2019-06,M2,2,2764.70641295,2024-05-01
2019-07,M2,2,2740.97938546,2024-05-01
2019-08,M2,2,2784.91721444,2024-05-01
2019-09,M2,2,2793.5391756,2024-05-01
2019-10,M2,2,2779.80619274,2024-05-01
2019-11,M2,2,2788.90092739,2024-05-01
2019-12,M2,2,2784.57671167,2024-05-01
2020-01,M2,2,2801.85765493,2024-05-01
2020-02,M2,2,2809.19135004,2024-05-01
2020-03,M2,2,2804.97815665,2024-05-01
2020-04,M2,2,2592.30646216,2024-05-01
2020-05,M2,2,2471.53578257,2024-05-01
2020-06,M2,2,2618.91119018,2024-05-01
2020-07,M2,2,2650.1689011,2024-05-01
2020-08,M2,2,2729.36826957,2024-05-01
2020-09,M2,2,2718.86573141,2024-05-01
2020-10,M2,2,2762.25521694,2024-05-01
2020-11,M2,2,2765.5905395,2024-05-01
2020-12,M2,2,2770.03018767,2024-05-01
2021-01,M2,2,2745.31348277,2024-05-01
2021-02,M2,2,2744.38918107,2024-05-01
2021-03,M2,2,2819.92386391,2024-05-01
2021-04,M2,2,2796.74924721,2024-05-01
2021-05,M2,2,2797.73570087,2024-05-01
2021-06,M2,2,2798.35290535,2024-05-01
2021-07,M2,2,2798.21507846,2024-05-01
2021-08,M2,2,2744.01240768,2024-05-01
2021-09,M2,2,2641.65817145,2024-05-01
2021-10,M2,2,2622.44417639,2024-05-01
2021-11,M2,2,2797.13861236,2024-05-01
2021-12,M2,2,2799.69524069,2024-05-01
2022-01,M2,2,2852.29429551,2024-05-01
2022-02,M2,2,2840.40159191,2024-05-01
2022-03,M2,2,2837.01399049,2024-05-01
2022-04,M2,2,2820.07757209,2024-05-01
2022-05,M2,2,2792.35388678,2024-05-01
2022-06,M2,2,2833.93547811,2024-05-01
2022-07,M2,2,2860.03956785,2024-05-01
2022-08,M2,2,2826.85412479,2024-05-01
2022-09,M2,2,2802.98647627,2024-05-01
2022-10,M2,2,2802.26557285,2024-05-01
2022-11,M2,2,2842.80829815,2024-05-01
2022-12,M2,2,2805.85377786,2024-05-01
2023-01,M2,2,2806.23447005,2024-05-01
2023-02,M2,2,2804.45400482,2024-05-01
2023-03,M2,2,2835.10532324,2024-05-01
2023-04,M2,2,2809.34531959,2024-05-01
2023-05,M2,2,2819.19056733,2024-05-01
2023-06,M2,2,2821.33447533,2024-05-01
2023-07,M2,2,2827.51900814,2024-05-01
2023-08,M2,2,2870.11416365,2024-05-01
2023-09,M2,2,2890.79078739,2024-05-01
2023-10,M2,2,2907.31429639,2024-05-01
2023-11,M2,2,2918.01987597,2024-05-01
2023-12,M2,2,2962.78321893,2024-05-01
2024-01,M2,2,2945.11528419,2024-05-01
2024-02,M2,2,2953.7805958,2024-05-01
2024-03,M2,2,2935.03064309,2024-05-01
2019-01,M2,3,3990.41826177,2024-05-01
2019-02,M2,3,3996.36366111,2024-05-01
2019-03,M2,3,3978.46171357,2024-05-01
2019-04,M2,3,4023.54819029,2024-05-01
2019-05,M2,3,4051.46528575,2024-05-01
2019-06,M2,3,4041.7087951,2024-05-01
2019-07,M2,3,4023.49308731,2024-05-01
2019-08,M2,3,4082.78646778,2024-05-01
2019-09,M2,3,4068.56728803,2024-05-01
2019-10,M2,3,4041.51037142,2024-05-01
2019-11,M2,3,4071.60689662,2024-05-01
2019-12,M2,3,4113.44744472,2024-05-01
2020-01,M2,3,4081.26260275,2024-05-01
2020-02,M2,3,4098.89726918,2024-05-01
2020-03,M2,3,4099.70291217,2024-05-01
2020-04,M2,3,3746.91807316,2024-05-01
2020-05,M2,3,3572.11299153,2024-05-01
2020-06,M2,3,3828.78026968,2024-05-01
2020-07,M2,3,3897.51079129,2024-05-01
2020-08,M2,3,4009.58925232,2024-05-01
2020-09,M2,3,4009.52314007,2024-05-01
2020-10,M2,3,4066.82306956,2024-05-01
2020-11,M2,3,4081.81612305,2024-05-01
2020-12,M2,3,4093.66815395,2024-05-01
2021-01,M2,3,4075.64506936,2024-05-01
2021-02,M2,3,4069.01390199,2024-05-01
2021-03,M2,3,4162.18605862,2024-05-01
2021-04,M2,3,4127.83758712,2024-05-01
2021-05,M2,3,4136.68628529,2024-05-01
2021-06,M2,3,4123.05886613,2024-05-01
2021-07,M2,3,4128.34403835,2024-05-01
2021-08,M2,3,4046.46186021,2024-05-01
2021-09,M2,3,3891.30557864,2024-05-01
2021-10,M2,3,3878.02376063,2024-05-01
2021-11,M2,3,4122.39974357,2024-05-01
2021-12,M2,3,4142.82277284,2024-05-01
2022-01,M2,3,4169.73679097,2024-05-01
2022-02,M2,3,4149.6604103400005,2024-05-01
2022-03,M2,3,4157.8458256,2024-05-01
2022-04,M2,3,4110.22927278,2024-05-01
2022-05,M2,3,4097.2427811,2024-05-01
2022-06,M2,3,4148.40121159,2024-05-01
2022-07,M2,3,4191.89754974,2024-05-01
2022-08,M2,3,4161.93892544,2024-05-01
2022-09,M2,3,4145.67942202,2024-05-01
2022-10,M2,3,4137.51830311,2024-05-01
2022-11,M2,3,4187.47111166,2024-05-01
2022-12,M2,3,4135.39652191,2024-05-01
2023-01,M2,3,4168.79795788,2024-05-01
2023-02,M2,3,4151.64206431,2024-05-01
2023-03,M2,3,4159.02998268,2024-05-01
2023-04,M2,3,4174.0973867,2024-05-01
2023-05,M2,3,4194.78348329,2024-05-01
2023-06,M2,3,4192.19821432,2024-05-01
2023-07,M2,3,4207.51720054,2024-05-01
2023-08,M2,3,4263.68685501,2024-05-01
2023-09,M2,3,4312.49860787,2024-05-01
2023-10,M2,3,4350.23642599,2024-05-01
2023-11,M2,3,4361.12696379,2024-05-01
2023-12,M2,3,4409.75948544,2024-05-01
2024-01,M2,3,4402.37841807,2024-05-01
2024-02,M2,3,4440.5969076,2024-05-01
2024-03,M2,3,4406.09786381,2024-05-01
2019-01,M1,2,3232.60464168,2024-05-01
2019-02,M1,2,3243.60561562,2024-05-01
2019-03,M1,2,3258.21538356,2024-05-01
2019-04,M1,2,3269.59185682,2024-05-01
2019-05,M1,2,3224.04424176,2024-05-01
2019-06,M1,2,3244.37259626,2024-05-01
2019-07,M1,2,3287.95151087,2024-05-01
2019-08,M1,2,3283.1960650300002,2024-05-01
2019-09,M1,2,3306.06085595,2024-05-01
2019-10,M1,2,3303.12522329,2024-05-01
2019-11,M1,2,3307.888013,2024-05-01
2019-12,M1,2,3337.13390012,2024-05-01
2020-01,M1,2,3349.37194264,2024-05-01
2020-02,M1,2,3324.00716154,2024-05-01
2020-03,M1,2,3322.37786001,2024-05-01
2020-04,M1,2,3218.65618619,2024-05-01
2020-05,M1,2,3168.50071349,2024-05-01
2020-06,M1,2,3160.66205561,2024-05-01
2020-07,M1,2,3197.48140929,2024-05-01
2020-08,M1,2,3211.56698061,2024-05-01
2020-09,M1,2,3212.83181409,2024-05-01
2020-10,M1,2,3209.20528889,2024-05-01
2020-11,M1,2,3256.10966416,2024-05-01
2020-12,M1,2,3289.38128562,2024-05-01
2021-01,M1,2,3325.55635586,2024-05-01
2021-02,M1,2,3369.5382336,2024-05-01
2021-03,M1,2,3348.6265167,2024-05-01
2021-04,M1,2,3346.16993633,2024-05-01
2021-05,M1,2,3407.4684472,2024-05-01
2021-06,M1,2,3398.09208865,2024-05-01
2021-07,M1,2,3396.81859767,2024-05-01
2021-08,M1,2,3391.39509462,2024-05-01
2021-09,M1,2,3416.60210646,2024-05-01
2021-10,M1,2,3399.36609122,2024-05-01
2021-11,M1,2,3458.51732137,2024-05-01
2021-12,M1,2,3481.01435853,2024-05-01
2022-01,M1,2,3506.28381741,2024-05-01
2022-02,M1,2,3554.20283741,2024-05-01
2022-03,M1,2,3568.55137367,2024-05-01
2022-04,M1,2,3602.71636137,2024-05-01
2022-05,M1,2,3629.31664783,2024-05-01
2022-06,M1,2,3651.50497467,2024-05-01
2022-07,M1,2,3631.58385802,2024-05-01
2022-08,M1,2,3693.21705183,2024-05-01
2022-09,M1,2,3708.21354503,2024-05-01
2022-10,M1,2,3723.17225611,2024-05-01
2022-11,M1,2,3739.46570215,2024-05-01
2022-12,M1,2,3757.30824674,2024-05-01
2023-01,M1,2,3769.10239521,2024-05-01
2023-02,M1,2,3786.1051081,2024-05-01
2023-03,M1,2,3828.7296737,2024-05-01
2023-04,M1,2,3849.25680124,2024-05-01
2023-05,M1,2,3871.47250621,2024-05-01
2023-06,M1,2,3871.51630706,2024-05-01
2023-07,M1,2,3854.34588708,2024-05-01
2023-08,M1,2,3842.47281892,2024-05-01
2023-09,M1,2,3852.79987675,2024-05-01
2023-10,M1,2,3871.4357782,2024-05-01
2023-11,M1,2,3882.36092121,2024-05-01
2023-12,M1,2,3802.3041012,2024-05-01
2024-01,M1,2,3833.6724773,2024-05-01
2024-02,M1,2,3879.23949638,2024-05-01
2024-03,M1,2,3886.34050107,2024-05-01
2019-01,M1,1,5501.4391736,2024-05-01
2019-02,M1,1,5483.47961352,2024-05-01
2019-03,M1,1,5510.62808472,2024-05-01
2019-04,M1,1,5488.58991032,2024-05-01
2019-05,M1,1,5515.75612693,2024-05-01
2019-06,M1,1,5518.90821528,2024-05-01
2019-07,M1,1,5519.76581013,2024-05-01
2019-08,M1,1,5517.41211248,2024-05-01
2019-09,M1,1,5528.54907732,2024-05-01
2019-10,M1,1,5509.20763671,2024-05-01
2019-11,M1,1,5499.74875436,2024-05-01
2019-12,M1,1,5470.1320061,2024-05-01
2020-01,M1,1,5511.99518302,2024-05-01
2020-02,M1,1,5505.42755159,2024-05-01
2020-03,M1,1,5502.72299928,2024-05-01
2020-04,M1,1,5375.87227434,2024-05-01
2020-05,M1,1,5309.65381305,2024-05-01
2020-06,M1,1,5291.24712912,2024-05-01
2020-07,M1,1,5315.70608555,2024-05-01
2020-08,M1,1,5330.15379352,2024-05-01
2020-09,M1,1,5297.30661421,2024-05-01
2020-10,M1,1,5381.79529506,2024-05-01
2020-11,M1,1,5411.19377731,2024-05-01
2020-12,M1,1,5411.02298619,2024-05-01
2021-01,M1,1,5441.69594921,2024-05-01
2021-02,M1,1,5450.9444487,2024-05-01
2021-03,M1,1,5444.49042245,2024-05-01
2021-04,M1,1,5467.83455819,2024-05-01
2021-05,M1,1,5491.34256718,2024-05-01
2021-06,M1,1,5539.64564993,2024-05-01
2021-07,M1,1,5554.52500167,2024-05-01
2021-08,M1,1,5510.02303456,2024-05-01
2021-09,M1,1,5518.75147122,2024-05-01
2021-10,M1,1,5499.0381445,2024-05-01
2021-11,M1,1,5569.02409583,2024-05-01
2021-12,M1,1,5605.52146423,2024-05-01
2022-01,M1,1,5611.71234106,2024-05-01
2022-02,M1,1,5666.06670195,2024-05-01
2022-03,M1,1,5665.25197995,2024-05-01
2022-04,M1,1,5727.46093982,2024-05-01
2022-05,M1,1,5753.07706305,2024-05-01
2022-06,M1,1,5780.96631315,2024-05-01
2022-07,M1,1,5761.0702982,2024-05-01
2022-08,M1,1,5795.94762368,2024-05-01
2022-09,M1,1,5813.52106602,2024-05-01
2022-10,M1,1,5843.85441599,2024-05-01
2022-11,M1,1,5853.91774013,2024-05-01
2022-12,M1,1,5873.31056727,2024-05-01
2023-01,M1,1,5850.39386077,2024-05-01
2023-02,M1,1,5892.53222067,2024-05-01
2023-03,M1,1,5935.20919687,2024-05-01
2023-04,M1,1,5884.196177,2024-05-01
2023-05,M1,1,5928.99610902,2024-05-01
2023-06,M1,1,5952.1425694,2024-05-01
2023-07,M1,1,5950.42801388,2024-05-01
2023-08,M1,1,5968.20285877,2024-05-01
2023-09,M1,1,5919.39059647,2024-05-01
2023-10,M1,1,5918.01847618,2024-05-01
2023-11,M1,1,5956.49943124,2024-05-01
2023-12,M1,1,5925.58246883,2024-05-01
2024-01,M1,1,5912.80150859,2024-05-01
2024-02,M1,1,5946.65116061,2024-05-01
2024-03,M1,1,5967.46438892,2024-05-01
2019-01,M1,3,8734.04381528,2024-05-01
2019-02,M1,3,8727.08522914,2024-05-01
2019-03,M1,3,8768.84346829,2024-05-01
2019-04,M1,3,8758.18176715,2024-05-01
2019-05,M1,3,8739.80036869,2024-05-01
2019-06,M1,3,8763.28081154,2024-05-01
2019-07,M1,3,8807.71732099,2024-05-01
2019-08,M1,3,8800.60817752,2024-05-01
2019-09,M1,3,8834.60993327,2024-05-01
2019-10,M1,3,8812.33286,2024-05-01
2019-11,M1,3,8807.63676736,2024-05-01
2019-12,M1,3,8807.26590622,2024-05-01
2020-01,M1,3,8861.36712566,2024-05-01
2020-02,M1,3,8829.43471313,2024-05-01
2020-03,M1,3,8825.10085929,2024-05-01
2020-04,M1,3,8594.52846053,2024-05-01
2020-05,M1,3,8478.15452654,2024-05-01
2020-06,M1,3,8451.90918474,2024-05-01
2020-07,M1,3,8513.18749484,2024-05-01
2020-08,M1,3,8541.72077412,2024-05-01
2020-09,M1,3,8510.1384283,2024-05-01
2020-10,M1,3,8591.00058395,2024-05-01
2020-11,M1,3,8667.30344147,2024-05-01
2020-12,M1,3,8700.40427181,2024-05-01
2021-01,M1,3,8767.25230507,2024-05-01
2021-02,M1,3,8820.48268229,2024-05-01
2021-03,M1,3,8793.11693915,2024-05-01
2021-04,M1,3,8814.00449452,2024-05-01
2021-05,M1,3,8898.81101439,2024-05-01
2021-06,M1,3,8937.73773858,2024-05-01
2021-07,M1,3,8951.34359935,2024-05-01
2021-08,M1,3,8901.41812919,2024-05-01
2021-09,M1,3,8935.35357768,2024-05-01
2021-10,M1,3,8898.40423572,2024-05-01
2021-11,M1,3,9027.5414172,2024-05-01
2021-12,M1,3,9086.53582277,2024-05-01
2022-01,M1,3,9117.99615846,2024-05-01
2022-02,M1,3,9220.26953936,2024-05-01
2022-03,M1,3,9233.80335362,2024-05-01
2022-04,M1,3,9330.17730119,2024-05-01
2022-05,M1,3,9382.39371087,2024-05-01
2022-06,M1,3,9432.47128782,2024-05-01
2022-07,M1,3,9392.65415622,2024-05-01
2022-08,M1,3,9489.16467552,2024-05-01
2022-09,M1,3,9521.73461105,2024-05-01
2022-10,M1,3,9567.02667211,2024-05-01
2022-11,M1,3,9593.38344227,2024-05-01
2022-12,M1,3,9630.61881401,2024-05-01
2023-01,M1,3,9619.49625597,2024-05-01
2023-02,M1,3,9678.63732878,2024-05-01
2023-03,M1,3,9763.93887057,2024-05-01
2023-04,M1,3,9733.45297825,2024-05-01
2023-05,M1,3,9800.46861523,2024-05-01
2023-06,M1,3,9823.65887646,2024-05-01
2023-07,M1,3,9804.77390097,2024-05-01
2023-08,M1,3,9810.67567769,2024-05-01
2023-09,M1,3,9772.19047322,2024-05-01
2023-10,M1,3,9789.45425437,2024-05-01
2023-11,M1,3,9838.86035245,2024-05-01
2023-12,M1,3,9727.88657003,2024-05-01
2024-01,M1,3,9746.47398589,2024-05-01
2024-02,M1,3,9825.89065699,2024-05-01
2024-03,M1,3,9853.80488999,2024-05-01
2019-01,M2,1,1246.44506804,2024-05-01
2019-02,M2,1,1257.31518011,2024-05-01
2019-03,M2,1,1245.24336642,2024-05-01
2019-04,M2,1,1267.06748012,2024-05-01
2019-05,M2,1,1283.35841166,2024-05-01
2019-06,M2,1,1277.00238215,2024-05-01
2019-07,M2,1,1282.51370185,2024-05-01
2019-08,M2,1,1297.86925334,2024-05-01
2019-09,M2,1,1275.02811244,2024-05-01
2019-10,M2,1,1261.70417868,2024-05-01
2019-11,M2,1,1282.70596923,2024-05-01
2019-12,M2,1,1328.87073305,2024-05-01
2020-01,M2,1,1279.40494782,2024-05-01
2020-02,M2,1,1289.70591914,2024-05-01
2020-03,M2,1,1294.72475552,2024-05-01
2020-04,M2,1,1154.611611,2024-05-01
2020-05,M2,1,1100.57720897,2024-05-01
2020-06,M2,1,1209.86907951,2024-05-01
2020-07,M2,1,1247.34189019,2024-05-01
2020-08,M2,1,1280.22098275,2024-05-01
2020-09,M2,1,1290.65740866,2024-05-01
2020-10,M2,1,1304.56785262,2024-05-01
2020-11,M2,1,1316.22558355,2024-05-01
2020-12,M2,1,1323.63796628,2024-05-01
2021-01,M2,1,1330.3315866,2024-05-01
2021-02,M2,1,1324.62472092,2024-05-01
2021-03,M2,1,1342.26219471,2024-05-01
2021-04,M2,1,1331.08833991,2024-05-01
2021-05,M2,1,1338.95058443,2024-05-01
2021-06,M2,1,1324.70596079,2024-05-01
2021-07,M2,1,1330.12895989,2024-05-01
2021-08,M2,1,1302.44945253,2024-05-01
2021-09,M2,1,1249.64740719,2024-05-01
2021-10,M2,1,1255.57958424,2024-05-01
2021-11,M2,1,1325.26113121,2024-05-01
2021-12,M2,1,1343.12753216,2024-05-01
2022-01,M2,1,1317.44249546,2024-05-01
2022-02,M2,1,1309.25881843,2024-05-01
2022-03,M2,1,1320.83183511,2024-05-01
2022-04,M2,1,1290.15170069,2024-05-01
2022-05,M2,1,1304.88889431,2024-05-01
2022-06,M2,1,1314.46573348,2024-05-01
2022-07,M2,1,1331.8579819,2024-05-01
2022-08,M2,1,1335.08480065,2024-05-01
2022-09,M2,1,1342.69294575,2024-05-01
2022-10,M2,1,1335.25273027,2024-05-01
2022-11,M2,1,1344.66281351,2024-05-01
2022-12,M2,1,1329.54274405,2024-05-01
2023-01,M2,1,1362.56348783,2024-05-01
2023-02,M2,1,1347.18805949,2024-05-01
2023-03,M2,1,1323.92465944,2024-05-01
2023-04,M2,1,1364.75206711,2024-05-01
2023-05,M2,1,1375.59291596,2024-05-01
2023-06,M2,1,1370.86373899,2024-05-01
2023-07,M2,1,1379.9981924,2024-05-01
2023-08,M2,1,1393.57269136,2024-05-01
2023-09,M2,1,1421.70782048,2024-05-01
2023-10,M2,1,1442.9221296,2024-05-01
2023-11,M2,1,1443.10708782,2024-05-01
2023-12,M2,1,1446.97626652,2024-05-01
2024-01,M2,1,1457.26313388,2024-05-01
2024-02,M2,1,1486.8163118,2024-05-01
2024-03,M2,1,1471.06722071,2024-05-01
2019-01,M2,2,2744.1657721,2024-04-01
2019-02,M2,2,2738.79669874,2024-04-01
2019-03,M2,2,2733.13385167,2024-04-01
2019-04,M2,2,2756.26056081,2024-04-01
2019-05,M2,2,2767.93742119,2024-04-01
2019-06,M2,2,2764.43167979,2024-04-01
2019-07,M2,2,2741.85519226,2024-04-01
2019-08,M2,2,2784.80877476,2024-04-01
2019-09,M2,2,2793.19009883,2024-04-01
2019-10,M2,2,2779.96970608,2024-04-01
2019-11,M2,2,2789.10898463,2024-04-01
2019-12,M2,2,2784.80455406,2024-04-01
2020-01,M2,2,2802.55587626,2024-04-01
2020-02,M2,2,2808.9084219,2024-04-01
2020-03,M2,2,2804.24187319,2024-04-01
2020-04,M2,2,2592.01607182,2024-04-01
2020-05,M2,2,2471.34274817,2024-04-01
2020-06,M2,2,2618.56235674,2024-04-01
2020-07,M2,2,2651.03222895,2024-04-01
2020-08,M2,2,2729.20402642,2024-04-01
2020-09,M2,2,2718.54696203,2024-04-01
2020-10,M2,2,2762.53764713,2024-04-01
2020-11,M2,2,2765.97519268,2024-04-01
2020-12,M2,2,2770.4257035,2024-04-01
2021-01,M2,2,2746.899846,2024-04-01
2021-02,M2,2,2744.77487256,2024-04-01
2021-03,M2,2,2817.40370688,2024-04-01
2021-04,M2,2,2796.2658685,2024-04-01
2021-05,M2,2,2797.49588603,2024-04-01
2021-06,M2,2,2797.93529946,2024-04-01
2021-07,M2,2,2799.13141282,2024-04-01
2021-08,M2,2,2743.82299185,2024-04-01
2021-09,M2,2,2641.37313886,2024-04-01
2021-10,M2,2,2622.82086585,2024-04-01
2021-11,M2,2,2797.74680018,2024-04-01
2021-12,M2,2,2800.38856515,2024-04-01
2022-01,M2,2,2854.715611,2024-04-01
2022-02,M2,2,2841.86896924,2024-04-01
2022-03,M2,2,2832.3441711,2024-04-01
2022-04,M2,2,2819.47084505,2024-04-01
2022-05,M2,2,2792.12203631,2024-04-01
2022-06,M2,2,2833.56381763,2024-04-01
2022-07,M2,2,2860.69361671,2024-04-01
2022-08,M2,2,2826.68520665,2024-04-01
2022-09,M2,2,2802.8173004,2024-04-01
2022-10,M2,2,2802.71136882,2024-04-01
2022-11,M2,2,2843.57509359,2024-04-01
2022-12,M2,2,2806.72020666,2024-04-01
2023-01,M2,2,2809.42405266,2024-04-01
2023-02,M2,2,2807.11626028,2024-04-01
2023-03,M2,2,2828.52313735,2024-04-01
2023-04,M2,2,2808.53254592,2024-04-01
2023-05,M2,2,2818.95344411,2024-04-01
2023-06,M2,2,2820.98818184,2024-04-01
2023-07,M2,2,2827.922693,2024-04-01
2023-08,M2,2,2869.97807079,2024-04-01
2023-09,M2,2,2890.73797149,2024-04-01
2023-10,M2,2,2907.76750111,2024-04-01
2023-11,M2,2,2918.87667025,2024-04-01
2023-12,M2,2,2963.88924629,2024-04-01
2024-01,M2,2,2948.84983131,2024-04-01
2024-02,M2,2,2957.51386214,2024-04-01
2019-01,M2,3,3990.60933533,2024-04-01
2019-02,M2,3,3996.07767857,2024-04-01
2019-03,M2,3,3978.37083074,2024-04-01
2019-04,M2,3,4023.36962102,2024-04-01
2019-05,M2,3,4051.3064926,2024-04-01
2019-06,M2,3,4041.44170959,2024-04-01
2019-07,M2,3,4024.36975634,2024-04-01
2019-08,M2,3,4082.70818409,2024-04-01
2019-09,M2,3,4068.20426593,2024-04-01
2019-10,M2,3,4041.58818776,2024-04-01
2019-11,M2,3,4071.8114740300002,2024-04-01
2019-12,M2,3,4113.74211153,2024-04-01
2020-01,M2,3,4082.01589824,2024-04-01
2020-02,M2,3,4098.63776563,2024-04-01
2020-03,M2,3,4098.73840967,2024-04-01
2020-04,M2,3,3746.68209317,2024-04-01
2020-05,M2,3,3571.94102195,2024-04-01
2020-06,M2,3,3828.45149205,2024-04-01
2020-07,M2,3,3898.38871742,2024-04-01
2020-08,M2,3,4009.47238462,2024-04-01
2020-09,M2,3,4009.20042184,2024-04-01
2020-10,M2,3,4066.99302103,2024-04-01
2020-11,M2,3,4082.20380786,2024-04-01
2020-12,M2,3,4094.15252096,2024-04-01
2021-01,M2,3,4077.34629193,2024-04-01
2021-02,M2,3,4069.4874063,2024-04-01
2021-03,M2,3,4159.25262761,2024-04-01
2021-04,M2,3,4127.42852685,2024-04-01
2021-05,M2,3,4136.47700206,2024-04-01
2021-06,M2,3,4122.66909828,2024-04-01
2021-07,M2,3,4129.28360043,2024-04-01
2021-08,M2,3,4046.33313625,2024-04-01
2021-09,M2,3,3891.02185069,2024-04-01
2021-10,M2,3,3878.28354337,2024-04-01
2021-11,M2,3,4123.01418448,2024-04-01
2021-12,M2,3,4143.62999203,2024-04-01
2022-01,M2,3,4172.33923118,2024-04-01
2022-02,M2,3,4151.32038657,2024-04-01
2022-03,M2,3,4152.52485609,2024-04-01
2022-04,M2,3,4109.70924503,2024-04-01
2022-05,M2,3,4097.0484523,2024-04-01
2022-06,M2,3,4148.06517467,2024-04-01
2022-07,M2,3,4192.58463676,2024-04-01
2022-08,M2,3,4161.85187257,2024-04-01
2022-09,M2,3,4145.52095302,2024-04-01
2022-10,M2,3,4137.82350307,2024-04-01
2022-11,M2,3,4188.24713841,2024-04-01
2022-12,M2,3,4136.39428489,2024-04-01
2023-01,M2,3,4172.21967553,2024-04-01
2023-02,M2,3,4154.55304305,2024-04-01
2023-03,M2,3,4151.64921889,2024-04-01
2023-04,M2,3,4173.39221164,2024-04-01
2023-05,M2,3,4194.59316238,2024-04-01
2023-06,M2,3,4191.89547849,2024-04-01
2023-07,M2,3,4207.96103155,2024-04-01
2023-08,M2,3,4263.6492048,2024-04-01
2023-09,M2,3,4312.45214239,2024-04-01
2023-10,M2,3,4350.51650727,2024-04-01
2023-11,M2,3,4361.98170899,2024-04-01
2023-12,M2,3,4411.01559663,2024-04-01
2024-01,M2,3,4406.39936628,2024-04-01
2024-02,M2,3,4444.65227481,2024-04-01
2019-01,M1,2,3232.68639659,2024-04-01
2019-02,M1,2,3243.51337634,2024-04-01
2019-03,M1,2,3258.23053931,2024-04-01
2019-04,M1,2,3269.58923253,2024-04-01
2019-05,M1,2,3224.01512928,2024-04-01
2019-06,M1,2,3244.35411632,2024-04-01
2019-07,M1,2,3287.94356125,2024-04-01
2019-08,M1,2,3283.22528555,2024-04-01
2019-09,M1,2,3306.09202527,2024-04-01
2019-10,M1,2,3303.08395365,2024-04-01
2019-11,M1,2,3307.80238928,2024-04-01
2019-12,M1,2,3337.07592362,2024-04-01
2020-01,M1,2,3349.58503284,2024-04-01
2020-02,M1,2,3323.83519863,2024-04-01
2020-03,M1,2,3322.4943518,2024-04-01
2020-04,M1,2,3218.63736541,2024-04-01
2020-05,M1,2,3168.45299739,2024-04-01
2020-06,M1,2,3160.63888476,2024-04-01
2020-07,M1,2,3197.46995352,2024-04-01
2020-08,M1,2,3211.59435802,2024-04-01
2020-09,M1,2,3212.85715602,2024-04-01
2020-10,M1,2,3209.12866503,2024-04-01
2020-11,M1,2,3255.95765213,2024-04-01
2020-12,M1,2,3289.295541,2024-04-01
2021-01,M1,2,3325.91360293,2024-04-01
2021-02,M1,2,3369.24658433,2024-04-01
2021-03,M1,2,3348.91872646,2024-04-01
2021-04,M1,2,3346.15303801,2024-04-01
2021-05,M1,2,3407.38156592,2024-04-01
2021-06,M1,2,3398.05804037,2024-04-01
2021-07,M1,2,3396.79466801,2024-04-01
2021-08,M1,2,3391.41456815,2024-04-01
2021-09,M1,2,3416.61431817,2024-04-01
2021-10,M1,2,3399.23639874,2024-04-01
2021-11,M1,2,3458.30070964,2024-04-01
2021-12,M1,2,3480.90338076,2024-04-01
2022-01,M1,2,3506.7167442,2024-04-01
2022-02,M1,2,3553.83154881,2024-04-01
2022-03,M1,2,3569.12269029,2024-04-01
2022-04,M1,2,3602.66918996,2024-04-01
2022-05,M1,2,3629.18617316,2024-04-01
2022-06,M1,2,3651.44969865,2024-04-01
2022-07,M1,2,3631.54029885,2024-04-01
2022-08,M1,2,3693.22814334,2024-04-01
2022-09,M1,2,3708.23671095,2024-04-01
2022-10,M1,2,3723.01667523,2024-04-01
2022-11,M1,2,3739.19659494,2024-04-01
2022-12,M1,2,3757.18546318,2024-04-01
2023-01,M1,2,3769.65724652,2024-04-01
2023-02,M1,2,3785.63945779,2024-04-01
2023-03,M1,2,3829.35472222,2024-04-01
2023-04,M1,2,3849.20993306,2024-04-01
2023-05,M1,2,3871.31589274,2024-04-01
2023-06,M1,2,3871.46629369,2024-04-01
2023-07,M1,2,3854.30638847,2024-04-01
2023-08,M1,2,3842.49674819,2024-04-01
2023-09,M1,2,3852.82761044,2024-04-01
2023-10,M1,2,3871.2438315,2024-04-01
2023-11,M1,2,3882.0285831,2024-04-01
2023-12,M1,2,3802.15515212,2024-04-01
2024-01,M1,2,3834.35984752,2024-04-01
2024-02,M1,2,3878.68217723,2024-04-01
2019-01,M1,1,5501.35207684,2024-04-01
2019-02,M1,1,5483.45146903,2024-04-01
2019-03,M1,1,5510.58046284,2024-04-01
2019-04,M1,1,5488.69335863,2024-04-01
2019-05,M1,1,5515.90295717,2024-04-01
2019-06,M1,1,5519.04918009,2024-04-01
2019-07,M1,1,5519.83450297,2024-04-01
2019-08,M1,1,5517.456993,2024-04-01
2019-09,M1,1,5528.53575276,2024-04-01
2019-10,M1,1,5509.11145338,2024-04-01
2019-11,M1,1,5499.49876556,2024-04-01
2019-12,M1,1,5469.98274785,2024-04-01
2020-01,M1,1,5511.88682439,2024-04-01
2020-02,M1,1,5505.38668068,2024-04-01
2020-03,M1,1,5502.73778137,2024-04-01
2020-04,M1,1,5376.04426399,2024-04-01
2020-05,M1,1,5309.85890178,2024-04-01
2020-06,M1,1,5291.43626572,2024-04-01
